,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
801,Bambu Kuning,5,2022-04-25 08:53:04,"sejak pakai aplikasi ini, pelayanan PLN jadi semakin baik, untuk perbaikan, aplikasinya disempurnakan lagi karena masih sering error. terimakasih. sukses selalu untuk PLN","['pakai', 'aplikasi', 'pelayanan', 'pln', 'perbaikan', 'aplikasinya', 'disempurnakan', 'error', 'terimakasih', 'sukses', 'pln']",pakai aplikasi layan pln baik aplikasi sempurna error terimakasih sukses pln
802,Ahmad nuhrasi,5,2022-04-25 08:48:24,"Aplikasi yg sangat membantu, mudah penggunaannya cukup lewat aplikasi ini kita sdh bisa bertransaksi dan melaporkan kejadian gangguan tidak perlu ke kantor PLN dan bisa monitor lewat aplikasi PLN mobile.","['aplikasi', 'membantu', 'mudah', 'penggunaannya', 'aplikasi', 'bertransaksi', 'melaporkan', 'kejadian', 'gangguan', 'kantor', 'pln', 'monitor', 'aplikasi', 'pln', 'mobile']",aplikasi bantu mudah guna aplikasi transaksi lapor jadi ganggu kantor pln monitor aplikasi pln mobile
803,airtona surya wibawa,5,2022-04-25 08:38:15,"Aplikasi ini sangat membantu sekali. Sekarang, g perlu lagy buang2 pulsa untuk laporan gangguan. G perlu lagy dateng ke kantor PLN kalo mau proses Pasang KWH, Tambah Daya. Semua jadi simple dan mudah pake aplikasi ini. Terimakasih PLN...","['aplikasi', 'membantu', 'buang', 'pulsa', 'laporan', 'gangguan', 'kantor', 'pln', 'proses', 'pasang', 'kwh', 'daya', 'simpel', 'mudah', 'pakai', 'aplikasi', 'terima', 'kasih', 'pln']",aplikasi bantu buang pulsa lapor ganggu kantor pln proses pasang kwh daya simpel mudah pakai aplikasi terima kasih pln
804,MC Elanda,5,2022-04-25 08:35:35,Pelaporan gangguan dan permohonan tambah daya jadi mudah dengan aplikasi PLN Mobile. Informasi gangguan di sekitar lokasi kita juga ditampilkan. Aplikasi yang membantu 👍👍,"['pelaporan', 'gangguan', 'permohonan', 'daya', 'mudah', 'aplikasi', 'pln', 'mobile', 'informasi', 'gangguan', 'lokasi', 'ditampilkan', 'aplikasi', 'membantu']",lapor ganggu mohon daya mudah aplikasi pln mobile informasi ganggu lokasi tampil aplikasi bantu
805,Luthfi hamid tv,5,2022-04-25 08:02:01,"Langsung saya kasih bintang 5, karna dengan adaya aplikasi ini apapun langsung jd mudah . Nyesel yang gak instal aplikasi ini, karna sngat membantu sekali .","['langsung', 'kasih', 'bintang', 'adaya', 'aplikasi', 'apapun', 'langsung', 'mudah', 'menyesal', 'instal', 'aplikasi', 'membantu']",langsung kasih bintang adaya aplikasi apa langsung mudah sesal instal aplikasi bantu
806,BudiSampurno_ST,5,2022-04-25 07:35:53,"Aplikasi simple, tetapi jangan sering update. Alhamdulillah versi terbarunya setelah update hari ini Senin, 25 April 2022 estimasi tagihan sudah mampu langsung terbaca setelah swascan meter. Terimakasih team programer PLN MOBILE👍🏻👍🏻","['aplikasi', 'simple', 'update', 'alhamdulillah', 'versi', 'terbarunya', 'perbarui', 'senin', 'april', 'estimasi', 'tagihan', 'langsung', 'terbaca', 'swascan', 'meter', 'terima', 'kasih', 'tim', 'programer', 'pln', 'mobile']",aplikasi simple update alhamdulillah versi baru baru senin april estimasi tagih langsung baca swascan meter terima kasih tim programer pln mobile
807,Ari Pertama,5,2022-04-25 03:18:31,"Aplikasi ini sangat membantu memudahkan laporan, notifikasi gangguan, dan info pemadaman. Mantqp. Terimakasih PLN MOBILE","['aplikasi', 'membantu', 'memudahkan', 'laporan', 'pemberitahuan', 'gangguan', 'informasi', 'pemadaman', 'mantqp', 'terima', 'kasih', 'pln', 'mobile']",aplikasi bantu mudah lapor pemberitahuan ganggu informasi madam mantqp terima kasih pln mobile
808,Fibra Pramana,5,2022-04-25 03:13:26,Saya kira harga jual token listriknya lebih murah dibandingkan dengan harga di aplikasi dompet digital ternyata lebih mahal. seharusnya PLN memberi harga yang lebih murah karna menjualnya lewat aplikasi sendiri. padahal kalo menjulnya lebih murah itu bisa menjadi salah satu daya tarik masyarakat untuk membeli token lewat aplikasi ini dan otomatis banyak masyarakat yang menginstal aplikasi ini. 😁,"['harga', 'jual', 'token', 'listriknya', 'murah', 'dibandingkan', 'harga', 'aplikasi', 'dompet', 'digital', 'mahal', 'pln', 'harga', 'murah', 'menjualnya', 'aplikasi', 'menjulnya', 'murah', 'salah', 'daya', 'tarik', 'masyarakat', 'membeli', 'token', 'aplikasi', 'otomatis', 'masyarakat', 'menginstal', 'aplikasi']",harga jual token listrik murah banding harga aplikasi dompet digital mahal pln harga murah jual aplikasi menjulnya murah salah daya tarik masyarakat beli token aplikasi otomatis masyarakat menginstal aplikasi
809,AzziTaufik,5,2022-04-24 22:50:06,"Aplikasi yang sangat bermanfaat, banyak fitur yang dihadirkan didalam aplikasi, untuk mempermudah pelanggan PLN dalam mendapatkan informasi terkait layanan dari PLN. misalnya fitur penyambungan baru,ubah daya/migrasi, catat meter mandiri, pembayaran tagihan rekening/token dan lainya ataupun pengaduan/keluhan yang responenya sangat cepat. Terimakasih karena telah menghadirkan aplikasi PLN Mobile. PLN Keren👍","['aplikasi', 'bermanfaat', 'fitur', 'dihadirkan', 'didalam', 'aplikasi', 'mempermudah', 'pelanggan', 'pln', 'informasi', 'terkait', 'layanan', 'pln', 'fitur', 'penyambungan', 'ubah', 'daya', 'migrasi', 'catat', 'meter', 'mandiri', 'pembayaran', 'tagihan', 'rekening', 'token', 'lainya', 'pengaduan', 'keluhan', 'responenya', 'cepat', 'terima', 'kasih', 'menghadirkan', 'aplikasi', 'pln', 'mobile', 'pln', 'keren']",aplikasi manfaat fitur hadir dalam aplikasi mudah langgan pln informasi kait layan pln fitur sambung ubah daya migrasi catat meter mandiri bayar tagih rekening token lai adu keluh responenya cepat terima kasih hadir aplikasi pln mobile pln keren
810,Alexander Laga,5,2022-04-24 22:49:13,"Dengan Ada nya aplikasi ini, kami sangat merasa dimudahkan untuk melaporkan ke pln, bila terjadi gangguan listrik, atau padam di daerah rumah kami, dan dengan aplikasi ini kami juga dapat melakukan pembelian token listrik, bayar tagihan,melakukan pendaftaran calon pemasangan meter baru,serta mendapat notif bila terjadi pemadaman listrik dari PLN, dan masih banyak lagi berita terbaru dan bonus2 yg diberikan dari PLN 👍👍","['nya', 'aplikasi', 'dimudahkan', 'melaporkan', 'pln', 'gangguan', 'listrik', 'padam', 'daerah', 'rumah', 'aplikasi', 'pembelian', 'token', 'listrik', 'bayar', 'tagihan', 'pendaftaran', 'calon', 'pemasangan', 'meter', 'pemberitahuan', 'pemadaman', 'listrik', 'pln', 'berita', 'terbaru', 'bonus', 'pln']",nya aplikasi mudah lapor pln ganggu listrik padam daerah rumah aplikasi beli token listrik bayar tagih daftar calon pasang meter pemberitahuan madam listrik pln berita baru bonus pln
811,ALVIJE chanel,5,2022-04-24 21:41:27,"Aplikasi PLN Mobile sangat membantu, mempermudah kami sebagai pelanggan PLN dgn kebutuhan akan pelayanan pengaduan gangguan, beli token listrik, bayar listrik, tambah daya, pasang baru, photo angka stan meter dll semuanya sangat makin mudah, tidak perlu butuh waktu dan tenaga lagi ke kantor pln.. """"PLN MOBIL OK👍👍👍👍👍""""","['aplikasi', 'pln', 'mobile', 'membantu', 'mempermudah', 'pelanggan', 'pln', 'kebutuhan', 'pelayanan', 'pengaduan', 'gangguan', 'beli', 'token', 'listrik', 'bayar', 'listrik', 'daya', 'pasang', 'foto', 'angka', 'stan', 'meter', 'mudah', 'butuh', 'tenaga', 'kantor', 'pln', 'pln', 'mobil', 'ok']",aplikasi pln mobile bantu mudah langgan pln butuh layan adu ganggu beli token listrik bayar listrik daya pasang foto angka stan meter mudah butuh tenaga kantor pln pln mobil ok
812,wirasto aji,5,2022-04-24 21:33:30,"Semenjak memakai PLN mobile, masalah listrik, semua semakin mudah, tidak perlu repot-repot ke kantor PLN lagi buat laporan gangguan, pasang baru dan masih banyak lagi layanannya. Sayangnya cuman sampai bintang 5, kalo ada Bintang 10, udah aku kasih semuanya ke PLN mobile tuh 10 bintang nya.","['semenjak', 'memakai', 'pln', 'mobile', 'listrik', 'mudah', 'repot', 'kantor', 'pln', 'laporan', 'gangguan', 'pasang', 'layanannya', 'sayangnya', 'bintang', 'bintang', 'kasih', 'pln', 'mobile', 'bintang', 'nya']",semenjak pakai pln mobile listrik mudah repot kantor pln lapor ganggu pasang layan sayang bintang bintang kasih pln mobile bintang nya
813,GIRI PURNOMO,5,2022-04-24 20:24:21,"Sangat membantu sekali dan lebih mudah untuk berkomunikasi dengan PLN, tanpa ribet. Terimakasih.","['membantu', 'mudah', 'berkomunikasi', 'pln', 'ribet', 'terimakasih']",bantu mudah komunikasi pln ribet terimakasih
814,McA Chanel,5,2022-04-24 19:45:01,"Sangat memusakan, Terimakasih saya ucapkan Kepada PT. PLN atas aplikasi PLN Mobile, berkat aplikasi ini semua urusan kami menjadi lebih mudah.. PLN jaya selalu Untuk Menerangi Nusantara","['memusakan', 'terima', 'kasih', 'ucapkan', 'pt', 'pln', 'aplikasi', 'pln', 'mobile', 'berkat', 'aplikasi', 'urusan', 'mudah', 'pln', 'jaya', 'menerangi', 'nusantara']",pusa terima kasih ucap pt pln aplikasi pln mobile berkat aplikasi urus mudah pln jaya rang nusantara
815,Iwan Setiawan,1,2022-04-24 19:31:00,sudah lama komplain masalah listrik dirumah tapi masih belum ada penangan yang tepat... malahan disuruh nunggu seminggu seminggu mulu sampai akhirnya udah mau 2bln. masalahnya padahal dari tahun lalu...,"['komplain', 'listrik', 'dirumah', 'penanganannya', 'disuruh', 'menunggu', 'seminggu', 'bln']",komplain listrik rumah tangan suruh tunggu minggu bln
816,Huda Huda,5,2022-04-24 16:37:29,Aplikasi yang sangat membantu. Tidak sia sia saya download aplikasi PLN Mobile ini. Aplikasi yang sangat berguna sekali apa bila kita melakukan transaksi pembayaran dan pembelian token. Bisa juga buat keluhan dan laporan gangguan. Pokoknya aplikasi yg sangat istimewa kok luuur..,"['aplikasi', 'membantu', 'sia', 'unduh', 'aplikasi', 'pln', 'mobile', 'aplikasi', 'berguna', 'transaksi', 'pembayaran', 'pembelian', 'token', 'keluhan', 'laporan', 'gangguan', 'pokoknya', 'aplikasi', 'istimewa', 'luur']",aplikasi bantu sia unduh aplikasi pln mobile aplikasi guna transaksi bayar beli token keluh lapor ganggu pokok aplikasi istimewa luur
817,The_joker_ 277,1,2022-04-24 15:52:17,"Ada gangguan pemadaman,padahal belum nyala tetapi di aplikasinya sudah selesai ditangani.mana jam gangguan dan selesai ditangani hanya selisih 1 menit Penipuan... Harus real lah sesuai keadaan.payah, bilangin sama petugasnya","['gangguan', 'pemadaman', 'nyala', 'aplikasinya', 'selesai', 'ditangani', 'jam', 'gangguan', 'selesai', 'ditangani', 'selisih', 'menit', 'penipuan', 'real', 'sesuai', 'payah', 'bilang', 'petugasnya']",ganggu madam nyala aplikasi selesai tangan jam ganggu selesai tangan selisih menit tipu real sesuai payah bilang tugas
818,Hotman Tampubolon,4,2022-04-24 13:32:27,"Bagus juga dan berguna bisa melakukan tambah daya melalui hp dan dengan harga 150 rb dan terlebih dahulu belanja minimal 100 rb di Market Place PLN mobile saat promo sampai 31 Mei 2022. Siapa cepat dia dapat yang jauh mendekat yg dekat merapat, harga dibantiang.","['bagus', 'berguna', 'daya', 'hp', 'harga', 'ribu', 'belanja', 'minimal', 'ribu', 'market', 'place', 'pln', 'mobile', 'promo', 'mei', 'cepat', 'mendekat', 'merapat', 'harga', 'dibantiang']",bagus guna daya hp harga ribu belanja minimal ribu market place pln mobile promo mei cepat dekat rapat harga dibantiang
819,Suhandi Abud,5,2022-04-24 13:24:34,Mohon dinotifikasinya bisa dihapus (kepenuhan) dari apilikasi dan pesan yang masuk jangan satu pesan tapi bisa 2 atau 3 bahkan lebih dalam sekali kirim 🤦 Sukses selalu PLN 👍👍🙏,"['mohon', 'dinotifikasinya', 'dihapus', 'kepenuhan', 'apilikasi', 'pesan', 'masuk', 'pesan', 'kirim', 'sukses', 'pln']",mohon notifikasi hapus penuh apilikasi pesan masuk pesan kirim sukses pln
820,hasibuan hermawan,5,2022-04-24 13:21:19,"Terimakasih PT PLN. Dengan Aplilasi PLN Mobile sangat membantu sekali. Ditambah lagi fitur-fitur Pelayanan Pelanggan yang mudah pengoperasiannya dan lengkap. Ada sedikit saran dari saya, dikarenakan pada aplikasi ini sudah dilakukan mapping idpelanggan & nomor telepon, mohon sekiranya jika ada pemadaman akibat gangguan / pemeliharaan jaringan scr berkala agar pelanggan diinfokan / adanya notifikasi pengguna aplikasi PLN Mobile, tanpa hrs melaporkan adanya gangguan. Demikian & BRAVO PLN.","['terima', 'kasih', 'pt', 'pln', 'aplilasi', 'pln', 'mobile', 'membantu', 'ditambah', 'fitur', 'pelayanan', 'pelanggan', 'mudah', 'pengoperasiannya', 'lengkap', 'saran', 'aplikasi', 'mapping', 'idpelanggan', 'nomor', 'telepon', 'mohon', 'pemadaman', 'akibat', 'gangguan', 'pemeliharaan', 'jaringan', 'berkala', 'pelanggan', 'diinfokan', 'pemberitahuan', 'pengguna', 'aplikasi', 'pln', 'mobile', 'melaporkan', 'gangguan', 'bravo', 'pln']",terima kasih pt pln aplilasi pln mobile bantu tambah fitur layan langgan mudah operasi lengkap saran aplikasi mapping idpelanggan nomor telepon mohon madam akibat ganggu pelihara jaring kala langgan info pemberitahuan guna aplikasi pln mobile lapor ganggu bravo pln
821,Lizar Huarang,5,2022-04-24 12:15:42,"Untuk aplikasi bagus, cukup membantu, tapi untuk listrik di daerah saya desa Sukajaya Sumedang Selatan sering sekali terjadi pemadaman, sehingga sangat mengganggu aktifitas, mohon PLN bisa segera memperbaikinya","['aplikasi', 'bagus', 'membantu', 'listrik', 'daerah', 'desa', 'sukajaya', 'sumedang', 'selatan', 'pemadaman', 'mengganggu', 'aktifitas', 'mohon', 'pln', 'memperbaikinya']",aplikasi bagus bantu listrik daerah desa sukajaya sumedang selatan madam ganggu aktifitas mohon pln baik
822,Fadrian Yolan,5,2022-04-24 10:17:56,"Sangat baik, fitur tidak ribet dan segala macam yang diinginkan tentang listrik dapat dilakukan melalui aplikasi PLN mobile.","['fitur', 'sulit', 'listrik', 'aplikasi', 'pln', 'mobile']",fitur sulit listrik aplikasi pln mobile
823,Yuli Sepriyanti,5,2022-04-24 10:09:29,"Pelayanan pln 123 sangat bagus,, Setiap ada kendala selalu direspon dengan cepat,, Dikasi solusi dengan baik,sopan,ramah dan jelas.. Terima kasih atas bantuannya..","['pelayanan', 'pln', 'bagus', 'kendala', 'direspon', 'cepat', 'solusi', 'sopan', 'ramah', 'terima', 'kasih', 'bantuannya']",layan pln bagus kendala direspon cepat solusi sopan ramah terima kasih bantu
824,fadhil ridho,1,2022-04-24 09:37:05,"Aplikasi belum maksimal, foto yang di take dengan yang teruploud melalui aplikasi ini sangat berbeda (kualitas buruk) yang menyebabkan pelaporannya tidak terverivikasi dan pemberitahuannya hanya ke petugas PLN tidak ke pelanggan. (Kejadian real)bulan lalu saya laporkan pada tanggal 24 melalui aplikasi ini dan petugas PLN baru melakukan verivikasi ulang pada tanggal 30-31 yang artinya lewat dari 6-7 hari dan laporan terakhirnyalah yang masuk dan terverivikasi sehingga pemakaian menjadi lebih 30h","['aplikasi', 'maksimal', 'foto', 'take', 'terunggah', 'aplikasi', 'berbeda', 'kualitas', 'buruk', 'menyebabkan', 'pelaporannya', 'terverifikasi', 'pemberitahuannya', 'petugas', 'pln', 'pelanggan', 'kejadian', 'real', 'laporkan', 'tanggal', 'aplikasi', 'petugas', 'pln', 'verivikasi', 'ulang', 'tanggal', 'laporan', 'terakhirnyalah', 'masuk', 'terverifikasi', 'pemakaian', 'h']",aplikasi maksimal foto take unggah aplikasi beda kualitas buruk sebab lapor verifikasi pemberitahuannya tugas pln langgan jadi real lapor tanggal aplikasi tugas pln verivikasi ulang tanggal lapor akhir masuk verifikasi pakai h
825,Sopian Hadi,5,2022-04-24 09:13:31,Terima kasih PT PLN atas kemudahan yg diberikan melalui apk ini. Semoga semakin berkembang dan meningkat namun tetap satabil. Dan untuk pelayananya cukup bagus respon pun lumayan cepat.,"['terima', 'kasih', 'pt', 'pln', 'kemudahan', 'aplikasi', 'semoga', 'berkembang', 'meningkat', 'satabil', 'pelayananya', 'bagus', 'respon', 'lumayan', 'cepat']",terima kasih pt pln mudah aplikasi moga kembang tingkat satabil pelayananya bagus respon lumayan cepat
826,Selvi Oktaviani,5,2022-04-23 21:11:35,"Aplikasinya sangat membantu sekali,ketika ada gangguan langsung ajukan pengaduan dan langsung cepat ditangani.","['aplikasinya', 'membantu', 'gangguan', 'langsung', 'ajukan', 'pengaduan', 'langsung', 'cepat', 'ditangani']",aplikasi bantu ganggu langsung aju adu langsung cepat tangan
827,Asolole Boys,5,2022-04-23 19:30:47,"tolong ditambahkan pengajuan ubah lokasi meteran, balik nama, pengaduan lain yg sering terjadi, seperti kendala kabel utama di rumah yg paralel dgn tetangga.. Membantu aplikasi ini, ditambahkab lg ya opsi pengaduan..","['tolong', 'pengajuan', 'ubah', 'lokasi', 'meteran', 'nama', 'pengaduan', 'kendala', 'kabel', 'utama', 'rumah', 'paralel', 'tetangga', 'membantu', 'aplikasi', 'iya', 'pilihan', 'pengaduan']",tolong aju ubah lokasi meter nama adu kendala kabel utama rumah paralel tetangga bantu aplikasi iya pilih adu
828,Rahmad Piliang,1,2022-04-23 19:24:56,"Saya kecewa dengan aplikasi ini,ada unsur penipuan,promo tambah daya dengan persyaratan belanja minimal 100 ribu di markeplec PLN mobile tapi VOUCHER tambah dayanya tidak keluar.kemana kita harus melapor","['kecewa', 'aplikasi', 'unsur', 'penipuan', 'promo', 'daya', 'persyaratan', 'belanja', 'minimal', 'ribu', 'markeplec', 'pln', 'mobile', 'voucher', 'dayanya', 'kemana', 'melapor']",kecewa aplikasi unsur tipu promo daya syarat belanja minimal ribu markeplec pln mobile voucher daya mana lapor
829,Ramlan Xiaomi,5,2022-04-23 19:13:55,Aplikasi nya sangat membantu dan mempermudah pengecekan tagihan bulanan. Dan untuk catat meter secara mandiri. Sangat memuaskan.,"['aplikasi', 'nya', 'membantu', 'mempermudah', 'pengecekan', 'tagihan', 'bulanan', 'catat', 'meter', 'mandiri', 'memuaskan']",aplikasi nya bantu mudah kece tagih bulan catat meter mandiri muas
830,Selvina Utu lendi,5,2022-04-23 18:56:26,Aplikasi ini sangat bagus. Sangat membantu kalau meteren bermasalh. Petugasnya ramah dan cepat di hubungi kalau kita pengaduan,"['aplikasi', 'bagus', 'membantu', 'meteren', 'bermasalh', 'petugasnya', 'ramah', 'cepat', 'hubungi', 'pengaduan']",aplikasi bagus bantu meteren bermasalh tugas ramah cepat hubung adu
831,Rifki Daboribo,5,2022-04-23 18:49:06,"Terimakasih atas aplikasi nya yang bagus👍,mudah digunakan dan responnya cepat sewaktu digukan, khususnya dalam hal pengaduan gangguannya","['terima', 'kasih', 'aplikasi', 'nya', 'bagus', 'mudah', 'responnya', 'cepat', 'digukan', 'pengaduan', 'gangguannya']",terima kasih aplikasi nya bagus mudah responnya cepat digukan adu ganggu
832,JOP,5,2022-04-23 18:46:09,"Aplikasi nya mantap sangat membantu saya dalam pendaftaran pemasangan baru listrik ,dan bisa membantu menyelesaikan masalah dlm pengaduan saya,terimakasih jaya selalu PLN mobile.","['aplikasi', 'nya', 'mantap', 'membantu', 'pendaftaran', 'pemasangan', 'listrik', 'membantu', 'menyelesaikan', 'pengaduan', 'terimakasih', 'jaya', 'pln', 'mobile']",aplikasi nya mantap bantu daftar pasang listrik bantu selesai adu terimakasih jaya pln mobile
