,nama_user,rating,waktu,ulasan,preprocessing
902,Ade Muhammad,2,2022-04-18 14:42:29,"Masih banyak y harus dibenahi aplikasinya. Saran saya trial and error dong, terus menerus. Lebih maksimal dan profesional untuk buat aplikasinya. Jgn setengah2","masih banyak y harus dibenahi aplikasinya. saran saya trial and error dong, terus menerus. lebih maksimal dan profesional untuk buat aplikasinya. jgn setengah2"
903,TAMRIN TILE,5,2022-04-18 07:40:52,"Aplikasi yang sangat membantu untuk melihat waktu pemakaian pulsa listrik, mudah untuk menambah daya dan yang paling penting respon cepat ketika ada kendala. TERIMAKASIH PLN. Semoga semakin sukses menerangi negeri ini.","aplikasi yang sangat membantu untuk melihat waktu pemakaian pulsa listrik, mudah untuk menambah daya dan yang paling penting respon cepat ketika ada kendala. terimakasih pln. semoga semakin sukses menerangi negeri ini."
904,Syumarni Vivo,1,2022-04-17 21:45:25,"Amper sy mati idup, mati idup, terus2an, Alat elektronik sy bisa rusak, sdh ngadu ke pln blm ada tanggapan. Sementara amper tetangga idup terus tak masalah. Tlg diganti amper saya pak","amper sy mati idup, mati idup, terus2an, alat elektronik sy bisa rusak, sdh ngadu ke pln blm ada tanggapan. sementara amper tetangga idup terus tak masalah. tlg diganti amper saya pak"
905,Umrotul Baroroh,4,2022-04-17 21:38:58,"Aplikasi nya bagus membantu dikala listrik padam. Yg gak bagus adalah kenapa sering Padang listrik nya, bayar nya juga selalu tepat..","aplikasi nya bagus membantu dikala listrik padam. yg gak bagus adalah kenapa sering padang listrik nya, bayar nya juga selalu tepat.."
906,Anisa Silviana,1,2022-04-17 15:37:28,"apa di aplikasi ini tidak ada fitur keaman an ttng privasi pengguna masa di aplikasi saya ada nama dan alamat orang lain trus tiba2 ada kode otp ke email sama no hp. serta pelayanan pengaduan gada respon sama sekali, status nya udh 3 hari masih mncari ptugas","apa di aplikasi ini tidak ada fitur keaman an ttng privasi pengguna masa di aplikasi saya ada nama dan alamat orang lain trus tiba2 ada kode otp ke email sama no hp. serta pelayanan pengaduan gada respon sama sekali, status nya udh 3 hari masih mncari ptugas"
907,Yasa Alfani,2,2022-04-17 10:37:33,Untuk aduan gangguan sebaiknya ada respon antrian perbaikan petugas. Tidak seperti saat ini. Notifikasi hanya pencarian petugas. 2 hari TDK ada perubahan status. Jadi ragu ini aduan di respon tidak,untuk aduan gangguan sebaiknya ada respon antrian perbaikan petugas. tidak seperti saat ini. notifikasi hanya pencarian petugas. 2 hari tdk ada perubahan status. jadi ragu ini aduan di respon tidak
908,Dwin Kristy,3,2022-04-17 03:46:30,"Kok bisa sy ga ganti nomer telepon sy, tp ada email masuk berhasil mengganti nomer tlpon, padahal baru buat akun beberapa hari.. Ada Bug atau gmana di aplikasi mu PLN","kok bisa sy ga ganti nomer telepon sy, tp ada email masuk berhasil mengganti nomer tlpon, padahal baru buat akun beberapa hari.. ada bug atau gmana di aplikasi mu pln"
909,3 nona,2,2022-04-16 23:27:36,"Menu isi id pelanggan dihalaman ke 2 tdk bisa di isi . Selalu kembali otomatis ke halaman 1 ketika klik kolom isi id pelanggan. Terjadi setelah saya UpGrade PLN Mobil di Play store , sebelumnya normal2 saja , padahal lagi butuh menu pengaduan karena listrik dirumah lg padam .","menu isi id pelanggan dihalaman ke 2 tdk bisa di isi . selalu kembali otomatis ke halaman 1 ketika klik kolom isi id pelanggan. terjadi setelah saya upgrade pln mobil di play store , sebelumnya normal2 saja , padahal lagi butuh menu pengaduan karena listrik dirumah lg padam ."
910,dw wahjat,1,2022-04-16 20:20:30,"Status gangguan di aplikasi dan di lapangan berbeda, di app lapor sudah menyala, sedangkan teknisi datang saja tidak, apanya yg menyala, saat di sistem kita klik blm menyala, tidak ada perubahan, listrik masih saja mati dan tidak ada yg datang","status gangguan di aplikasi dan di lapangan berbeda, di app lapor sudah menyala, sedangkan teknisi datang saja tidak, apanya yg menyala, saat di sistem kita klik blm menyala, tidak ada perubahan, listrik masih saja mati dan tidak ada yg datang"
911,guntur adzkiahusein,5,2022-04-16 19:22:21,"admin pln mobile aplikasi,kenapa sekrang gak bisa lagi setelah nomet pengaduan diketik biasanya langaung menuju alamat nomet walaupun orang lain yang melakukan pengaduan,terima kasih","admin pln mobile aplikasi,kenapa sekrang gak bisa lagi setelah nomet pengaduan diketik biasanya langaung menuju alamat nomet walaupun orang lain yang melakukan pengaduan,terima kasih"
912,Maya Praditya,5,2022-04-16 17:26:00,"Untuk aplikasinya bintang 5, untuk PLN nya bintang 3, sudah berkali-kali komplain berharap listrik di daerah saya tidak mati terus, setiap seminggu sekali pasti listrik mati, sudah banyak sekali laporan saya, untung ada aplikasi ini jadi ga perlu pakai pulsa buat komplain.","untuk aplikasinya bintang 5, untuk pln nya bintang 3, sudah berkali-kali komplain berharap listrik di daerah saya tidak mati terus, setiap seminggu sekali pasti listrik mati, sudah banyak sekali laporan saya, untung ada aplikasi ini jadi ga perlu pakai pulsa buat komplain."
913,Rohadatul Aisyi,4,2022-04-16 16:23:03,"Aplikasinya sangat membantu sekali, cuma entah kenapa agak berat gitu. Sering bikin lag. Semoga bisa diperbaiki lagi jadi lebih light biar lebih nyaman dalam penggunaannya😊","aplikasinya sangat membantu sekali, cuma entah kenapa agak berat gitu. sering bikin lag. semoga bisa diperbaiki lagi jadi lebih light biar lebih nyaman dalam penggunaannya😊"
914,Abu Ishaq,4,2022-04-16 16:09:57,"Aplikasi nya tidak ada fitur ganti nama di rekening PLN...(perubahan nama). Saya sarankan PLN Mobile bisa merubah nama rekening pemilik, agar aplikasinya bagus dan lengkap... Dan memohon merubah daya , tidak ada di daftar daya 900.... Semuanya 2 ribuh lebih","aplikasi nya tidak ada fitur ganti nama di rekening pln...(perubahan nama). saya sarankan pln mobile bisa merubah nama rekening pemilik, agar aplikasinya bagus dan lengkap... dan memohon merubah daya , tidak ada di daftar daya 900.... semuanya 2 ribuh lebih"
915,chenglie ali idrus,5,2022-04-16 15:12:51,"Laporan gangguan pelanggan mudah dan terarah. Penanganan gangguan dari petugas layanan teknik cepat, tepat, komunikasi sopan santun dan tanpa tip . PLN dan Petugas layanan teknik is the best. Terima kasih PLN Terimakasih petugas layanan teknik no tip no siap.","laporan gangguan pelanggan mudah dan terarah. penanganan gangguan dari petugas layanan teknik cepat, tepat, komunikasi sopan santun dan tanpa tip . pln dan petugas layanan teknik is the best. terima kasih pln terimakasih petugas layanan teknik no tip no siap."
916,awang setiyawan,5,2022-04-16 11:45:27,Alhamdulillah.... setelah prose upgrade akun yang lama dan panjang akhirnya berhasil juga. Dan tgl 15 pertama x saya melakukan transaksi awal untuk perubahan daya serta sudah melakukan pembayaran. Semoga pengerjaan sambungan perubahan daya bisa dilaksanakan dengan cepat. Thanks Semoga menjadi masukan agar menjadi lebih baik.,alhamdulillah.... setelah prose upgrade akun yang lama dan panjang akhirnya berhasil juga. dan tgl 15 pertama x saya melakukan transaksi awal untuk perubahan daya serta sudah melakukan pembayaran. semoga pengerjaan sambungan perubahan daya bisa dilaksanakan dengan cepat. thanks semoga menjadi masukan agar menjadi lebih baik.
917,syebat natse,2,2022-04-16 08:20:32,"Fitur market place di PLN mobile saya rasa kurang efektif, masih banyak yg perlu dibenahi sistemnya, terkesan dipaksakan,seller low respon,lebih baik PLN fokus ke pelayanan LISTRIK saja,tidak usah ikut2 jualan di marketplace karna kl orang mau belanja ya pasti buka aplikasi yg lain yg fiturnya lebih profesional","fitur market place di pln mobile saya rasa kurang efektif, masih banyak yg perlu dibenahi sistemnya, terkesan dipaksakan,seller low respon,lebih baik pln fokus ke pelayanan listrik saja,tidak usah ikut2 jualan di marketplace karna kl orang mau belanja ya pasti buka aplikasi yg lain yg fiturnya lebih profesional"
918,WU Production,1,2022-04-16 07:57:24,"Aplikasi kurang lengkap. coba aplikasi diberikan fitur credit jadi tinggal clik langsur bayar, tanpa melalui pihak ketiga/bank. jadi biaya masyarakat lebih hemat. mau bayar masih butuh akun bank. masak LEBIH CANGGIH aplikasi PPOB.","aplikasi kurang lengkap. coba aplikasi diberikan fitur credit jadi tinggal clik langsur bayar, tanpa melalui pihak ketiga/bank. jadi biaya masyarakat lebih hemat. mau bayar masih butuh akun bank. masak lebih canggih aplikasi ppob."
919,Yeeny Syr,5,2022-04-16 04:23:28,"Lebih mudah untuk top up token , nga worry lg kehabisan malam malam tinggal sat set sat set aja lwt aplikasi pembayaran nya juga mudah , semoga aplikasi nya nga nge bug , tingkatin terus yah kualitas biar make terus ini aplikasi 🥰🥰🥰","lebih mudah untuk top up token , nga worry lg kehabisan malam malam tinggal sat set sat set aja lwt aplikasi pembayaran nya juga mudah , semoga aplikasi nya nga nge bug , tingkatin terus yah kualitas biar make terus ini aplikasi 🥰🥰🥰"
920,Ika Lestari,1,2022-04-16 02:59:53,"Mau buat pengaduan ada harus pakai aplikasi heran. Ini yang kasih rating 5 bener atau engga ya? Lebih bener yang pada kasih rating 1 kayaknya. Karna jujur mengecewakan. Dan tolong ya di respon, sebagai konsumen kita berhak menyampaikan kekecewaan pelayanan. Apalagi masalah pemadaman listik yg tiba2 dan sering terjadi. Informasi nya juga kurang jelas.","mau buat pengaduan ada harus pakai aplikasi heran. ini yang kasih rating 5 bener atau engga ya? lebih bener yang pada kasih rating 1 kayaknya. karna jujur mengecewakan. dan tolong ya di respon, sebagai konsumen kita berhak menyampaikan kekecewaan pelayanan. apalagi masalah pemadaman listik yg tiba2 dan sering terjadi. informasi nya juga kurang jelas."
921,Raja Raja,1,2022-04-15 21:29:14,"Sama sekali tidak bisa dipakai , setelah melakukan update aplikasi. Menu pengaduan berketerangan ""data kosong"" Sehingga tdk bisa melapor lewat aplikasi lagi","sama sekali tidak bisa dipakai , setelah melakukan update aplikasi. menu pengaduan berketerangan ""data kosong"" sehingga tdk bisa melapor lewat aplikasi lagi"
922,Al Munajad,5,2022-04-15 21:08:14,"Terimakasih atas bantuannya Karena apk ini kami sangat mudah Namun sekarang kami diminta untuk melakukan upgrade, tetapi kami kurang memahami cara upgrade nya Karena langkah langkahnya telah kami lakukan namun profil kami bermasala Tolong kasih tau caranya donk admin terima kasih","terimakasih atas bantuannya karena apk ini kami sangat mudah namun sekarang kami diminta untuk melakukan upgrade, tetapi kami kurang memahami cara upgrade nya karena langkah langkahnya telah kami lakukan namun profil kami bermasala tolong kasih tau caranya donk admin terima kasih"
923,Playlist Music,1,2022-04-15 18:54:40,"Laporan kwh bermasalah, katanya harus ganti, pas diganti kwh, token yg lamanya gadiisin kembali, udh gitu ngga ada surat yg harus dittdn, tiba2 pagi udh ke ganti ajh ngga ada konfirmasinya. Aneh tiknisinya","laporan kwh bermasalah, katanya harus ganti, pas diganti kwh, token yg lamanya gadiisin kembali, udh gitu ngga ada surat yg harus dittdn, tiba2 pagi udh ke ganti ajh ngga ada konfirmasinya. aneh tiknisinya"
924,Erwin S. Mukmin,5,2022-04-15 16:59:21,"Alhamdulillah terimakasih PLN.. melalui terobosan aplikasi ini, pelayanan jadi lebih cepat sampe ke pelanggan. Saya pernah nyoba gunain ini aplikasi. Ga nyampe 30 menit langsung ditangani.. good job","alhamdulillah terimakasih pln.. melalui terobosan aplikasi ini, pelayanan jadi lebih cepat sampe ke pelanggan. saya pernah nyoba gunain ini aplikasi. ga nyampe 30 menit langsung ditangani.. good job"
925,Indry Ayu Lestary,1,2022-04-15 10:47:03,"Ga ada ganti profil nomor telp tiba2 dpt notif email nomor telp berhasil dirubah. Kekna ada yg ada dari aplikasi ini, tlg bantu saya, segera !","ga ada ganti profil nomor telp tiba2 dpt notif email nomor telp berhasil dirubah. kekna ada yg ada dari aplikasi ini, tlg bantu saya, segera !"
926,DICKY IBROHIM,4,2022-04-15 08:57:44,"Notifikasi tidak berjalan Mati lampu 2x tanpa pemberitahuan. 14 April 2022. Saya perbarui dari bintang 1 ke 4 karena tanggapan dukungan bagus. saya sudah clear cache, paksa berhenti, logout lalu login kembali, namun notifikasi tetap pada posisi 12 Maret 2022 dan sebelumnya. Untuk padam 14 April 2022 tidak ada. Saya akan perbarui kembali ke bintang 5 saat teratasi (mungkin di versi selanjutnya).","notifikasi tidak berjalan mati lampu 2x tanpa pemberitahuan. 14 april 2022. saya perbarui dari bintang 1 ke 4 karena tanggapan dukungan bagus. saya sudah clear cache, paksa berhenti, logout lalu login kembali, namun notifikasi tetap pada posisi 12 maret 2022 dan sebelumnya. untuk padam 14 april 2022 tidak ada. saya akan perbarui kembali ke bintang 5 saat teratasi (mungkin di versi selanjutnya)."
927,JULIUS LAHAGU,5,2022-04-15 08:45:49,"Awalnya saya pikir aplikasinya yg menyulitkan. Ternyata saya yg kurang memperhatikan masalahnya. Dan.... rupanya aplikasinya MANTAP Tetapi maunya metode pembayaran di Marketplacenya ada pilihan VA atau transfer online banking (JANGAN HANYA OVO, GOPAY dan LINKAJA).","awalnya saya pikir aplikasinya yg menyulitkan. ternyata saya yg kurang memperhatikan masalahnya. dan.... rupanya aplikasinya mantap tetapi maunya metode pembayaran di marketplacenya ada pilihan va atau transfer online banking (jangan hanya ovo, gopay dan linkaja)."
928,Alexander Ferguzo,5,2022-04-14 21:22:11,"Saya sangat berterima kasih karena dengan adanya PLN Mobile saya tidak perlu repot* untuk harus ke kntr PLN ketika adanya permasalah meteran listrik dirumah saya, sehingga saya menilai pelayan lewat PLN Mobile sangat memuaskan. Terima kasih 🙏","saya sangat berterima kasih karena dengan adanya pln mobile saya tidak perlu repot* untuk harus ke kntr pln ketika adanya permasalah meteran listrik dirumah saya, sehingga saya menilai pelayan lewat pln mobile sangat memuaskan. terima kasih 🙏"
929,Z N,5,2022-04-14 16:45:52,"Luar biasa sekali,akun tiba² berubah,no hp,email,,untung belum di isi saldo pln. App tidak aman / belum terproteksi","luar biasa sekali,akun tiba² berubah,no hp,email,,untung belum di isi saldo pln. app tidak aman / belum terproteksi"
930,Ahmad Muhammad arifin,5,2022-04-14 14:25:43,"Aplikasi ini bagus tp tolong pihak server PLN & icon + di perbarui lg data mbps nya terlalu besar jd blm apa"" Udah down terus jaringan nya klo bisa Mbps nya di turunin lg aja kaya aplikasi yg lain okee.","aplikasi ini bagus tp tolong pihak server pln & icon + di perbarui lg data mbps nya terlalu besar jd blm apa"" udah down terus jaringan nya klo bisa mbps nya di turunin lg aja kaya aplikasi yg lain okee."
931,Nur annissaf,3,2022-04-14 12:15:02,"Koq aku setor pembayaran pln via no. Virtual m banking mandiri, lama amat notifikasi pembayaran lunas nya🙄, padahal udah kepotong saldo di atm nya🙄","koq aku setor pembayaran pln via no. virtual m banking mandiri, lama amat notifikasi pembayaran lunas nya🙄, padahal udah kepotong saldo di atm nya🙄"
932,Tom Lao,1,2022-04-14 08:06:17,"Tgl 6 april saya beli barang di marketplace karena mau tambah daya, tapi sampai sekarang belum juga ada kabar. Padahal uda saya bayar dan setiap hari saya tlp 123 tp suruh menunggu. Kalau belum siap menggunakan aplikasi mobile tidak usah buat kalian. Saya sangat dirugikan, waktu uang saya.","tgl 6 april saya beli barang di marketplace karena mau tambah daya, tapi sampai sekarang belum juga ada kabar. padahal uda saya bayar dan setiap hari saya tlp 123 tp suruh menunggu. kalau belum siap menggunakan aplikasi mobile tidak usah buat kalian. saya sangat dirugikan, waktu uang saya."
933,Indonesian Local Guide,1,2022-04-14 00:26:34,"Harusnya setiap pengaduan gangguan.. penyelesaian nya di aplikasi bisa diberi bintang dan catatan seperti dulu agar pln pusat tau kinerja karyawan nya di lapangan dan penyelewengan apa yang sering terjadi di lapangan, Maaf saya turunin bintangnya karna dalam layanan pengaduan menurut saya lebih sempurna format yang sebelumnya.","harusnya setiap pengaduan gangguan.. penyelesaian nya di aplikasi bisa diberi bintang dan catatan seperti dulu agar pln pusat tau kinerja karyawan nya di lapangan dan penyelewengan apa yang sering terjadi di lapangan, maaf saya turunin bintangnya karna dalam layanan pengaduan menurut saya lebih sempurna format yang sebelumnya."
934,Tisno,5,2022-04-13 22:04:53,"Aku suka dg adanya PLN Mobile,aku jadi bisa terdeteksi pembayaranya,tetapi Admin aku baru saja mendownload ke Aplikasi PLN mobile versi terbaru,aku ganti no.hp.yg lama ganti no.hp.yg baru sudah berhasil,tetapi yg tertera di Aplikasi mobile masih no.hp.yg lama..mohon diperbaiki dan penjelasan kepada Admin,terimakasih","aku suka dg adanya pln mobile,aku jadi bisa terdeteksi pembayaranya,tetapi admin aku baru saja mendownload ke aplikasi pln mobile versi terbaru,aku ganti no.hp.yg lama ganti no.hp.yg baru sudah berhasil,tetapi yg tertera di aplikasi mobile masih no.hp.yg lama..mohon diperbaiki dan penjelasan kepada admin,terimakasih"
